area_id,city,state,city_surve,category,grade,label,residentia,commercial,industrial,fill,Shape_Leng,Shape_Area,temp2021_mean,temp2021_std,temp2017_mean,temp2017_std,temp2013_mean,temp2013_std,tree2021_mean,tree2021_std,imperv2021_mean,imperv2021_std
2721,Brooklyn,NY,-1,Hazardous,D,D10,-1,0,0,#d9838d,0.109975515,0.000375103,39.36166801,1.447277101,41.9321045,1.211543105,40.96335218,0.845018863,2.712958435,6.718092442,77.85721271,9.165426322
2734,Brooklyn,NY,-1,Hazardous,D,D11,-1,0,0,#d9838d,0.17038546,0.000495984,39.17651232,0.996122809,41.68642655,0.914834611,41.06092889,0.830409688,1.540022132,4.942211516,78.95942457,9.677986458
2733,Brooklyn,NY,-1,Hazardous,D,D12,-1,0,0,#d9838d,0.093173527,0.000198995,38.98901838,1.503737262,42.43592065,1.948730747,40.73699381,1.480012922,3.863428048,8.881573979,77.75160403,12.54249184
2692,Brooklyn,NY,-1,Hazardous,D,D13,-1,0,0,#d9838d,0.048754178,5.21E-05,40.35417557,0.628842919,42.71659706,1.831229712,42.29902895,2.313449579,0.181506849,1.384082873,86.2739726,4.605714955
2689,Brooklyn,NY,-1,Hazardous,D,D14,-1,0,0,#d9838d,0.056202232,0.000128302,40.07133442,0.494498581,41.52513226,0.397649349,40.6432831,0.548569509,0.482905983,2.692528142,83.03276353,7.266228172
9546,Brooklyn,NY,-1,Hazardous,D,D15,-1,0,0,#d9838d,0.016796978,1.71E-05,,,,,,,0.720430108,2.829816634,79.87096774,6.944055718
2687,Brooklyn,NY,-1,Hazardous,D,D16,-1,0,0,#d9838d,0.053786225,0.000109423,38.19159432,1.11555795,40.51174629,1.040818463,39.98673842,0.832639073,1.405990017,5.40643273,80.91347754,8.359786162
2735,Brooklyn,NY,-1,Hazardous,D,D17,-1,0,0,#d9838d,0.116091315,0.000444863,39.20315734,2.300383196,41.38416482,2.695437921,40.11056396,2.417182924,2.213612136,6.640591938,78.63550636,9.586852184
2676,Brooklyn,NY,-1,Hazardous,D,D18,-1,0,0,#d9838d,0.061654553,0.000128043,37.99574177,1.386308269,40.23649802,1.71497099,38.85512966,1.125583853,3.439372325,9.521855131,73.71611983,20.50651432
2672,Brooklyn,NY,-1,Hazardous,D,D19,-1,0,0,#d9838d,0.095963132,0.000233503,38.58488413,1.307598891,40.46759169,1.19890327,39.34679186,1.303644691,1.797339593,5.725086256,79.59624413,9.934750426
2725,Brooklyn,NY,-1,Hazardous,D,D2,-1,0,0,#d9838d,0.219274946,0.000639019,39.45015955,1.104020965,41.27638753,1.54981546,41.10146533,1.311959794,2.10866457,7.004118799,81.90591936,9.071224659
2669,Brooklyn,NY,-1,Hazardous,D,D20,-1,0,0,#d9838d,0.068658995,0.000162294,37.48721635,2.172907644,39.26667554,2.438042649,38.00675539,1.892327318,4.455568054,12.13286471,73.18897638,18.45757157
2668,Brooklyn,NY,-1,Hazardous,D,D21,-1,0,0,#d9838d,0.038819973,7.10E-05,37.87696558,1.993812874,38.70711718,1.677118125,38.02351318,1.89558655,1.028497409,6.216451208,75.88860104,11.30686089
2708,Brooklyn,NY,-1,Hazardous,D,D22,-1,0,0,#d9838d,0.029863936,4.84E-05,39.20401184,0.666947585,41.37502421,0.756590821,39.95882459,0.376872765,4.213483146,7.45092093,71.55805243,10.98856235
2674,Brooklyn,NY,-1,Hazardous,D,D23,-1,0,0,#d9838d,0.090561946,0.000168872,37.86713877,1.308152478,39.73295044,1.349394893,37.99616902,0.900796519,1.495652174,5.330386907,77.36956522,11.86895603
2720,Brooklyn,NY,-1,Hazardous,D,D3,-1,0,0,#d9838d,0.13718392,0.000218623,38.3880253,0.943777731,39.66228944,1.072951528,39.37294091,0.868651003,5.873843566,11.06890554,76.6745164,12.34481595
2724,Brooklyn,NY,-1,Hazardous,D,D4,-1,0,0,#d9838d,0.093082076,0.000201461,38.99877528,0.80567071,40.74243157,1.069314179,40.56516062,0.94057742,0.959016393,3.723987587,82.49908925,6.558306451
2700,Brooklyn,NY,-1,Hazardous,D,D5,-1,0,0,#d9838d,0.059197146,0.000112891,39.37217842,1.069052406,40.87849984,1.29446126,40.37912712,1.298138887,0.974025974,3.778696353,79.35064935,10.43441637
2698,Brooklyn,NY,-1,Hazardous,D,D6,-1,0,0,#d9838d,0.098198719,0.000279779,37.89674126,1.167814095,39.4320426,1.42974081,39.11038251,1.272399334,1.60248854,5.269657777,79.24688933,8.857894437
2718,Brooklyn,NY,-1,Hazardous,D,D7,-1,0,0,#d9838d,0.084339628,0.000164905,38.81072591,0.95101548,40.28709693,0.900509929,40.22706795,0.845548107,2.84,7.706920411,78.75777778,9.089749755
2722,Brooklyn,NY,-1,Hazardous,D,D8,-1,0,0,#d9838d,0.121979593,0.000710278,38.27696386,1.284570364,39.94491265,1.458605414,40.24565344,1.297748099,2.276508344,6.577535982,76.68395379,9.816649647
2696,Brooklyn,NY,-1,Hazardous,D,D9,-1,0,0,#d9838d,0.134599441,0.000315357,38.02735846,1.558096587,39.98185553,1.711210137,40.0560754,1.46604525,2.106874639,6.722236404,80.40612363,11.83463704
2635,Manhattan,NY,-1,Best,A,A1,-1,0,0,#76a865,0.02556266,2.58E-05,38.09828237,0,38.75966924,0,37.65735779,0,2.528169014,7.538346722,78.58450704,10.52779216
2636,Manhattan,NY,-1,Best,A,A2,-1,0,0,#76a865,0.024563172,3.05E-05,36.38499985,0.833142375,37.09594801,0.658823355,36.97119028,1.579979745,0,0,76.30538922,9.118457018
2640,Manhattan,NY,-1,Best,A,A3,-1,0,0,#76a865,0.030115954,5.03E-05,37.14123677,0.02050812,38.16664277,0.22388031,39.23990105,0.31103982,7.184782609,20.46272469,71.88043478,20.34993273
2642,Manhattan,NY,-1,Best,A,A4,-1,0,0,#76a865,0.031093043,4.21E-05,38.27260139,0.52808409,39.66544454,0.39819933,38.75368771,0.525520575,0.705627706,3.045103005,80.73593074,6.278835395
2641,Manhattan,NY,-1,Best,A,A5,-1,0,0,#76a865,0.024431672,3.02E-05,38.63149349,0.12817575,39.67997113,0.281132145,39.52872374,0.37256418,0.251497006,1.944494956,81.48502994,5.158396779
2643,Manhattan,NY,-1,Best,A,A6,-1,0,0,#76a865,0.033208505,5.80E-05,37.54570247,0.268048955,38.47198589,0.287453698,38.09258567,0.541498829,6.80126183,20.34051446,73.69400631,19.83093516
2644,Manhattan,NY,-1,Best,A,A7,-1,0,0,#76a865,0.036405702,4.44E-05,37.09594801,1.648340145,37.53601808,1.78249743,37.64966725,0.855359505,8.214876033,20.42106618,69.99173554,21.64342737
2660,Manhattan,NY,-1,Best,A,A8,-1,0,0,#76a865,0.048548531,8.30E-05,32.9584348,3.16412494,34.20643935,3.516344323,35.429236,2.696472375,37.6799117,33.30283109,44.22075055,32.22800686
2623,Manhattan,NY,-1,Still Desirable,B,B1,-1,0,0,#7cb5bd,0.025969794,3.23E-05,38.26491085,0.824597325,38.78188637,1.32448275,38.29310951,0.95191857,5.737142857,16.28073508,74.87428571,14.83918255
2661,Manhattan,NY,-1,Still Desirable,B,B10,-1,0,0,#7cb5bd,0.048849099,0.000109115,36.11778392,1.863265106,37.57190729,3.421385337,37.47058741,2.932694981,19.16306156,31.62277713,64.62728785,31.40663772
2662,Manhattan,NY,-1,Still Desirable,B,B11,-1,0,0,#7cb5bd,0.054804356,0.000123338,36.95210633,1.750662738,38.23614251,2.645588635,38.80666702,3.016614655,9.335302806,22.73847481,73.59970458,24.37352487
2663,Manhattan,NY,-1,Still Desirable,B,B12,-1,0,0,#7cb5bd,0.019690768,2.23E-05,38.03163098,0,38.00599583,0,38.01454088,0,5.818181818,11.85448968,69.66115702,23.07571215
2632,Manhattan,NY,-1,Still Desirable,B,B2,-1,0,0,#7cb5bd,0.018790162,1.62E-05,,,,,,,0.146067416,1.370233817,77.88764045,6.883359191
