area_id,city_id,grade,fill,label,name,category_i,area,Shape_Leng,Shape_Area,temp2021_mean,temp2017_mean,temp2013_mean,tree2021_mean,averagetemp_mean,tree2013_mean,imperv2021_mean,imperv2013_mean,pop_density_2021,pop_density_2013,house_density_2021,house_density_2013,building_density_2021,white_percent_2021,white_percent_2013,black_percent_2021,black_percent_2013,nonwhite_percent_2021,nonwhite_percent_2013,hispanic_percent_2021,hispanic_percent_2013,holc_area,building_area_2021
6125,128,B,#7cb5bd,B10,Irvington and Alameda,2,9.84E-05,0.084801134,9.83E-05,36.54023492,38.83714436,37.70729886,33.125,37.69489271,33.285,55.0075,56.1525,1496.1,3146.96,2944,1324.91,20.95214429,88.38,87.15,1.56,3.13,11.62,12.85,4.08,1.94,852889.7002,178698.6806
6126,128,B,#7cb5bd,B11,Irvington,2,0.000220645,0.064025824,0.000220675,36.63136432,37.91637962,36.9762461,35.40131579,37.17466334,35.87171053,52.30372807,54.55263158,1653.35,3593.84,6126,1637.69,23.2067916,86.61,83.79,3.29,5.64,13.39,16.21,7.89,4.1,1915507.871,444527.9197
6127,128,B,#7cb5bd,B12,Lower Irvington,2,5.00E-05,0.044469767,5.00E-05,40.90981745,42.03669592,40.53333679,23.47979798,41.15995005,24.78282828,67.9040404,67.87878788,2727.93,4049.24,1736,2515.79,24.99415619,81.62,78.42,4.33,7.69,18.38,21.58,10.11,9.11,433662.4153,108390.2614
6128,128,C,#ffff00,C10,Halladay and West Irvington,3,0.00011774,0.082056467,0.000117755,38.1717698,39.84513473,38.56516763,16.24843424,38.86069072,17.00208768,73.25887265,73.84551148,1955.51,2683.33,2515,1543.67,24.21795792,75.41,75.14,12.17,12.72,24.59,24.86,8.04,6.38,1022242.449,247566.2462
6129,128,C,#ffff00,C9,,3,0.000155724,0.116508792,0.000155723,39.95272912,40.72964507,39.41444794,28.50980392,40.03227404,28.87631976,59.57466063,59.69230769,1693.85,3258.94,4377,1380.09,20.72361114,76.06,75.41,8.38,11.94,23.94,24.59,9.96,4.84,1351370.363,280052.7392
6130,128,D,#d9838d,D3,Alberta District,4,0.000207945,0.130132279,0.000208038,39.27237224,41.17607792,39.92959614,24.9503632,40.12601543,25.96004843,62.12348668,62.26997579,2006.31,4201.51,6270,1808.56,22.81660687,74.32,65.54,11.75,12.5,25.67,34.46,7.87,10.59,1805312.29,411911.008
6131,128,B,#7cb5bd,B9,Alberta,2,6.67E-05,0.04989045,6.67E-05,39.36978581,39.26040917,38.30735126,28.07692308,38.97918208,28.9,57.43846154,57.39615385,1239.2,3812.67,1290,1339.44,18.89712473,73.88,64.01,10.88,25.16,26.12,35.99,5.78,3.13,578600.6114,109338.8792
6132,128,C,#ffff00,C7,Woodlawn,3,0.000159874,0.068556467,0.000159845,39.11599783,40.29420486,38.72797487,26.45156483,39.37939252,27.22205663,58.06259314,58.18479881,1383.13,2329.25,2712,996.6,19.04655982,68.38,54.15,16.19,32.17,31.62,45.85,4.54,6.1,1386714.642,264121.4338
6133,128,C,#ffff00,C8,Alberta District,3,8.86E-05,0.081884822,8.86E-05,39.04222556,41.21722562,39.94040526,25.0074813,40.06661881,25.94763092,60.72069825,60.83541147,1360.09,3613.02,1705,1455.1,21.10512414,77.15,62.57,12.22,21.22,22.85,37.39,4.93,9.47,768337.7065,162158.6267
6134,128,C,#ffff00,C16,Ladds Addition,3,9.82E-05,0.094398241,9.82E-05,37.77698849,39.49967057,38.57765968,28.32273839,38.61810625,29.36919315,57.31295844,58.54278729,1664.26,3178.51,2594,1391.18,23.559438,87.99,86.95,0.88,0.44,12.01,13.05,3.46,3.36,853235.5344,201017.4967
6135,128,A,#76a865,A11,Council Crest,1,7.52E-05,0.057179067,7.52E-05,28.19812986,30.51113248,29.06768364,55.78980892,29.25898199,58.18471338,22.39490446,22.65605096,511.54,1268.13,599,531.45,10.74701545,85.09,87.56,0.85,0.36,14.91,12.44,9.38,4.59,652933.4366,70170.85732
