,count,mean,std,min,25%,50%,75%,max,Raster
0,735.0,38.16795959902043,3.860859022023944,24.41423930000002,36.82763343500001,39.00063965000001,40.71392217500003,47.006496995000006,portland_temp_2021_holc
1,735.0,39.40634932326533,3.7350299716174327,25.302924500000017,38.475973580000044,40.40886389000002,41.60431638500002,47.13894527000002,portland_temp_2017_holc
2,735.0,38.29958359640818,3.6066886024748293,24.977073260000015,37.45170692000003,39.20742986000001,40.442474420000025,46.34083760000002,portland_temp_2013_holc
3,50578.0,27.843311309814453,17.745515823364258,0.0,20.0,27.0,36.0,84.0,portland_tree_2021_holc
4,50602.0,54.689971923828125,20.06812286376953,0.0,47.0,59.0,66.0,100.0,portland_imperv_2021_holc
5,50587.0,28.99976348876953,17.07089614868164,0.0,21.0,27.0,36.0,84.0,portland_tree_2013_holc
6,50602.0,54.91810607910156,19.90350914001465,0.0,48.0,59.0,66.0,99.0,portland_imperv_2013_holc
7,735.0,38.624630839564645,3.6835676013759375,24.898079020000015,37.78429925500002,39.63003005500003,40.840056607500024,46.619121395000015,average_temp_portland_holc
